brand,year,season,num,r,g,b,a
fendi,2021,spring,21,218,200,182,254
fendi,2021,spring,21,203,182,163,253
philosophy,2021,spring,18,205,211,236,253
philosophy,2021,spring,18,8,19,20,253
philosophy,2021,spring,18,175,180,208,253
philosophy,2021,spring,18,152,104,83,253
adam-lippes,2021,spring,5,161,91,53,253
adam-lippes,2021,spring,5,88,45,24,253
adam-lippes,2021,spring,5,201,120,71,253
adam-lippes,2021,spring,5,34,18,11,252
gucci,2021,spring,84,205,84,96,253
gucci,2021,spring,84,198,52,75,253
gucci,2021,spring,84,184,44,70,253
gucci,2021,spring,84,175,32,53,252
miu-miu,2021,spring,18,236,217,207,253
miu-miu,2021,spring,18,229,177,154,253
miu-miu,2021,spring,18,224,197,183,253
miu-miu,2021,spring,18,231,152,98,253
hermes,2021,spring,10,207,163,148,253
hermes,2021,spring,10,159,113,96,252
hermes,2021,spring,10,238,236,243,253
hermes,2021,spring,10,24,24,30,253
gucci,2021,spring,94,31,59,67,253
gucci,2021,spring,94,96,34,31,253
gucci,2021,spring,94,41,70,74,253
gucci,2021,spring,94,26,32,37,251
adam-lippes,2021,fall,10,204,177,86,253
adam-lippes,2021,fall,10,229,214,227,253
adam-lippes,2021,fall,10,221,198,115,254
adam-lippes,2021,fall,10,149,108,33,253
prada,2021,spring,31,220,173,144,253
prada,2021,spring,31,207,153,109,253
prada,2021,spring,31,35,26,14,161
prada,2021,spring,31,25,24,27,253
prada,2021,spring,21,251,218,78,253
prada,2021,spring,21,248,204,46,254
prada,2021,spring,21,235,172,12,253
prada,2021,spring,21,19,14,14,253
chloe,2021,spring,17,203,173,163,253
chloe,2021,spring,17,227,226,230,253
chloe,2021,spring,17,154,112,92,252
chloe,2021,spring,17,34,26,29,249
chanel,2021,spring,56,225,219,219,253
chanel,2021,spring,56,208,169,153,253
chanel,2021,spring,56,177,149,140,250
chanel,2021,spring,56,32,30,35,253
max-mara,2021,spring,30,213,203,201,254
max-mara,2021,spring,30,208,194,188,254
max-mara,2021,spring,30,201,182,176,254
max-mara,2021,spring,30,175,162,161,253
isabel-marant,2021,spring,5,219,211,222,254
isabel-marant,2021,spring,5,201,181,204,254
isabel-marant,2021,spring,5,167,151,173,253
isabel-marant,2021,spring,5,156,99,91,252
gucci,2021,spring,60,182,135,106,254
gucci,2021,spring,60,168,115,79,254
gucci,2021,spring,60,156,88,48,253
gucci,2021,spring,60,106,46,32,247
max-mara,2021,spring,20,205,163,140,254
max-mara,2021,spring,20,197,151,122,254
max-mara,2021,spring,20,157,115,97,252
max-mara,2021,spring,20,181,138,115,253
chanel,2021,spring,46,157,113,101,252
chanel,2021,spring,46,197,156,140,254
chanel,2021,spring,46,178,134,119,253
chanel,2021,spring,46,23,24,29,253
gucci,2021,spring,70,209,135,44,254
gucci,2021,spring,70,140,103,81,253
gucci,2021,spring,70,169,104,38,253
gucci,2021,spring,70,154,160,164,251
koche,2021,spring,8,29,23,23,252
koche,2021,spring,8,206,212,228,253
koche,2021,spring,8,186,196,224,253
koche,2021,spring,8,171,180,212,253
burberry-prorsum,2021,spring,2,18,27,40,252
burberry-prorsum,2021,spring,2,16,47,87,254
burberry-prorsum,2021,spring,2,33,92,153,254
burberry-prorsum,2021,spring,2,32,70,115,253
bevza,2021,spring,34,226,225,224,253
bevza,2021,spring,34,17,15,16,252
bevza,2021,spring,34,208,202,182,253
bevza,2021,spring,34,154,106,81,252
christian-dior,2021,spring,82,88,87,101,253
christian-dior,2021,spring,82,45,53,78,253
christian-dior,2021,spring,82,57,68,98,253
christian-dior,2021,spring,82,20,24,34,251
bevza,2021,spring,24,214,179,158,254
bevza,2021,spring,24,198,147,114,253
bevza,2021,spring,24,21,19,19,253
bevza,2021,spring,24,223,196,181,254
calvin-luo,2021,spring,2,226,201,180,253
calvin-luo,2021,spring,2,231,216,205,253
calvin-luo,2021,spring,2,215,178,151,253
calvin-luo,2021,spring,2,29,26,24,253
valentino,2021,spring,23,227,217,149,253
valentino,2021,spring,23,223,213,207,253
valentino,2021,spring,23,224,216,108,253
valentino,2021,spring,23,209,172,157,253
philosophy,2021,spring,45,202,207,226,253
philosophy,2021,spring,45,165,163,165,253
philosophy,2021,spring,45,181,184,201,253
philosophy,2021,spring,45,33,36,18,253
valentino,2021,spring,33,144,91,76,253
valentino,2021,spring,33,91,51,38,253
valentino,2021,spring,33,42,25,18,252
valentino,2021,spring,33,115,68,53,254
michael-kors-collection,2021,spring,43,214,149,106,253
michael-kors-collection,2021,spring,43,155,83,54,253
michael-kors-collection,2021,spring,43,92,46,32,252
michael-kors-collection,2021,spring,43,27,26,25,253
vera-wang,2021,spring,10,174,171,169,244
vera-wang,2021,spring,10,157,109,83,238
vera-wang,2021,spring,10,198,198,198,253
michael-kors-collection,2021,spring,53,78,51,43,253
michael-kors-collection,2021,spring,53,47,33,26,252
michael-kors-collection,2021,spring,53,143,102,91,253
michael-kors-collection,2021,spring,53,111,82,74,253
versace,2021,spring,10,163,155,163,252
versace,2021,spring,10,229,222,229,253
versace,2021,spring,10,97,88,92,252
versace,2021,spring,10,22,18,21,253
miu-miu,2021,spring,45,245,201,178,253
miu-miu,2021,spring,45,232,153,105,253
miu-miu,2021,spring,45,233,180,153,252
miu-miu,2021,spring,45,95,34,12,254
miu-miu,2021,spring,27,224,175,153,251
miu-miu,2021,spring,27,27,29,42,253
miu-miu,2021,spring,27,221,148,91,253
miu-miu,2021,spring,27,155,108,95,252
dsquared,2021,spring,8,203,173,152,254
dsquared,2021,spring,8,171,137,118,253
dsquared,2021,spring,8,179,154,138,253
dsquared,2021,spring,8,23,22,20,252
miu-miu,2021,spring,37,238,179,139,253
miu-miu,2021,spring,37,221,152,106,253
miu-miu,2021,spring,37,218,228,223,253
miu-miu,2021,spring,37,182,206,201,253
hermes,2021,spring,7,205,165,153,253
hermes,2021,spring,7,224,214,213,253
hermes,2021,spring,7,173,206,238,253
hermes,2021,spring,7,157,112,99,252
christian-dior,2021,spring,59,223,219,211,254
christian-dior,2021,spring,59,164,161,162,253
christian-dior,2021,spring,59,98,91,91,253
christian-dior,2021,spring,59,218,166,163,254
michael-kors-collection,2021,spring,21,242,203,148,253
michael-kors-collection,2021,spring,21,158,95,50,253
michael-kors-collection,2021,spring,21,224,170,106,253
michael-kors-collection,2021,spring,21,93,50,29,252
versace,2021,spring,62,212,167,155,254
versace,2021,spring,62,176,200,246,254
versace,2021,spring,62,158,178,233,253
versace,2021,spring,62,22,20,26,251
valentino,2021,spring,6,235,227,234,254
valentino,2021,spring,6,96,83,82,252
valentino,2021,spring,6,74,53,47,253
valentino,2021,spring,6,35,34,36,253
michael-kors-collection,2021,spring,31,216,211,200,254
michael-kors-collection,2021,spring,31,213,199,183,254
michael-kors-collection,2021,spring,31,181,161,142,252
michael-kors-collection,2021,spring,31,205,182,161,254
dsquared,2021,fall,10,222,218,223,253
dsquared,2021,fall,10,220,26,40,253
dsquared,2021,fall,10,97,38,46,253
dsquared,2021,fall,10,25,34,29,253
christian-dior,2021,spring,49,230,231,235,253
christian-dior,2021,spring,49,213,173,161,252
christian-dior,2021,spring,49,45,49,69,253
christian-dior,2021,spring,49,24,28,43,253
versace,2021,spring,72,230,167,145,254
versace,2021,spring,72,14,13,14,253
versace,2021,spring,72,218,142,111,253
versace,2021,spring,72,169,104,81,253
kenzo,2021,spring,17,215,97,94,253
kenzo,2021,spring,17,161,43,44,253
kenzo,2021,spring,17,228,156,148,253
kenzo,2021,spring,17,167,92,90,252
valentino,2021,spring,41,175,138,96,253
valentino,2021,spring,41,164,156,152,253
valentino,2021,spring,41,151,116,83,253
valentino,2021,spring,41,108,96,88,253
philosophy,2021,spring,37,221,217,226,253
philosophy,2021,spring,37,212,165,155,253
philosophy,2021,spring,37,163,103,90,252
philosophy,2021,spring,37,19,32,30,252
philosophy,2021,spring,27,139,81,54,253
philosophy,2021,spring,27,27,53,72,253
philosophy,2021,spring,27,7,25,28,253
philosophy,2021,spring,27,165,106,82,253
valentino,2021,spring,51,237,227,216,254
valentino,2021,spring,51,216,171,158,253
valentino,2021,spring,51,168,93,79,252
valentino,2021,spring,51,89,51,42,252
chanel,2021,spring,3,120,121,132,253
chanel,2021,spring,3,90,89,97,253
chanel,2021,spring,3,152,152,161,253
chanel,2021,spring,3,34,34,38,253
isabel-marant,2021,spring,13,207,43,74,254
isabel-marant,2021,spring,13,177,37,71,253
isabel-marant,2021,spring,13,167,27,55,253
isabel-marant,2021,spring,13,89,27,36,251
louis-vuitton,2021,spring,12,216,212,207,253
louis-vuitton,2021,spring,12,172,164,151,252
louis-vuitton,2021,spring,12,106,92,81,253
louis-vuitton,2021,spring,12,33,32,33,253
chanel,2021,spring,34,205,163,150,253
chanel,2021,spring,34,155,111,98,252
chanel,2021,spring,34,27,29,34,253
chanel,2021,spring,34,225,220,217,253
chanel,2021,spring,24,228,147,166,252
chanel,2021,spring,24,164,107,89,252
chanel,2021,spring,24,250,156,208,253
chanel,2021,spring,24,25,28,32,253
max-mara,2021,spring,42,235,211,201,250
max-mara,2021,spring,42,230,199,185,250
max-mara,2021,spring,42,157,107,91,253
max-mara,2021,spring,42,26,29,37,253
gucci,2021,spring,12,83,49,46,253
gucci,2021,spring,12,204,170,166,253
gucci,2021,spring,12,91,74,56,252
gucci,2021,spring,12,43,42,42,252
bevza,2021,fall,15,214,171,138,253
bevza,2021,fall,15,96,87,83,249
bevza,2021,fall,15,24,23,23,254
bevza,2021,fall,15,201,156,121,253
max-mara,2021,spring,3,208,171,152,254
max-mara,2021,spring,3,181,156,149,252
max-mara,2021,spring,3,177,138,120,253
max-mara,2021,spring,3,152,114,99,252
chanel,2021,spring,12,217,171,178,253
chanel,2021,spring,12,228,186,195,253
chanel,2021,spring,12,155,108,89,253
chanel,2021,spring,12,26,24,35,253
gucci,2021,spring,24,155,143,151,248
gucci,2021,spring,24,163,168,12,240
gucci,2021,spring,24,36,44,47,246
gucci,2021,spring,34,101,101,89,252
gucci,2021,spring,34,86,81,47,251
gucci,2021,spring,34,149,152,166,253
gucci,2021,spring,34,27,36,32,252
bevza,2021,fall,33,224,213,204,252
bevza,2021,fall,33,200,177,159,247
bevza,2021,fall,33,32,27,26,252
bevza,2021,fall,33,211,198,185,248
bevza,2021,fall,23,34,33,34,253
bevza,2021,fall,23,201,172,155,253
bevza,2021,fall,23,148,112,75,253
bevza,2021,fall,23,102,78,53,253
isabel-marant,2021,spring,25,219,219,226,253
isabel-marant,2021,spring,25,167,159,164,251
isabel-marant,2021,spring,25,159,109,92,253
isabel-marant,2021,spring,25,205,164,149,253
elder-statesman,2021,spring,10,170,163,150,237
elder-statesman,2021,spring,10,104,97,88,239
elder-statesman,2021,spring,10,156,140,111,236
elder-statesman,2021,spring,10,28,34,30,251
isabel-marant,2021,spring,35,6,37,106,253
isabel-marant,2021,spring,35,230,230,235,254
isabel-marant,2021,spring,35,157,154,169,253
isabel-marant,2021,spring,35,90,88,106,251
louis-vuitton,2021,spring,24,207,197,184,253
louis-vuitton,2021,spring,24,200,179,164,253
louis-vuitton,2021,spring,24,212,206,201,253
louis-vuitton,2021,spring,24,173,164,153,252
burberry-prorsum,2021,spring,18,24,27,33,253
burberry-prorsum,2021,spring,18,156,162,156,248
burberry-prorsum,2021,spring,18,96,98,93,250
burberry-prorsum,2021,spring,18,13,46,86,253
coach,2021,spring,29,201,208,213,253
coach,2021,spring,29,182,200,219,253
coach,2021,spring,29,169,184,201,252
coach,2021,spring,29,164,164,162,248
louis-vuitton,2021,spring,34,217,214,214,253
louis-vuitton,2021,spring,34,170,164,162,252
louis-vuitton,2021,spring,34,166,108,82,253
louis-vuitton,2021,spring,34,39,38,38,253
dsquared,2021,fall,26,240,203,166,253
dsquared,2021,fall,26,229,159,94,253
dsquared,2021,fall,26,165,94,47,252
dsquared,2021,fall,26,36,32,16,252
versace,2021,spring,44,156,91,40,253
versace,2021,spring,44,94,43,22,251
versace,2021,spring,44,229,216,12,254
versace,2021,spring,44,25,18,14,250
dsquared,2021,fall,36,213,177,156,250
dsquared,2021,fall,36,201,1,24,253
dsquared,2021,fall,36,171,5,21,252
dsquared,2021,fall,36,224,198,179,250
michael-kors-collection,2021,spring,17,213,217,211,253
michael-kors-collection,2021,spring,17,167,109,77,252
michael-kors-collection,2021,spring,17,161,171,153,252
michael-kors-collection,2021,spring,17,97,109,82,250
versace,2021,spring,54,212,179,216,253
versace,2021,spring,54,210,163,160,254
versace,2021,spring,54,157,107,98,253
versace,2021,spring,54,230,202,231,253
kenzo,2021,spring,31,214,219,220,253
kenzo,2021,spring,31,168,155,99,252
kenzo,2021,spring,31,205,176,168,253
kenzo,2021,spring,31,170,166,157,252
fendi,2021,spring,28,213,173,154,253
fendi,2021,spring,28,175,165,158,249
fendi,2021,spring,28,230,230,230,253
fendi,2021,spring,28,227,200,181,253
philosophy,2021,spring,11,185,197,210,253
philosophy,2021,spring,11,209,218,232,253
philosophy,2021,spring,11,166,170,172,251
philosophy,2021,spring,11,6,22,25,252
valentino,2021,spring,67,161,105,84,251
valentino,2021,spring,67,94,83,79,249
valentino,2021,spring,67,215,214,216,253
valentino,2021,spring,67,32,34,37,253
fendi,2021,spring,38,57,55,67,253
fendi,2021,spring,38,210,174,152,253
fendi,2021,spring,38,79,78,84,252
fendi,2021,spring,38,29,32,39,253
kenzo,2021,spring,21,200,213,241,253
kenzo,2021,spring,21,180,199,232,254
kenzo,2021,spring,21,154,176,215,254
kenzo,2021,spring,21,97,112,155,254
hermes,2021,spring,19,174,17,23,252
hermes,2021,spring,19,155,107,92,248
hermes,2021,spring,19,212,164,157,253
hermes,2021,spring,19,206,26,32,254
gucci,2021,spring,2,107,39,37,251
gucci,2021,spring,2,119,158,198,253
gucci,2021,spring,2,96,136,180,253
gucci,2021,spring,2,32,40,41,251
miu-miu,2021,spring,11,244,215,102,254
miu-miu,2021,spring,11,237,231,220,253
miu-miu,2021,spring,11,88,48,28,253
miu-miu,2021,spring,11,35,26,19,253
prada,2021,spring,28,159,161,93,253
prada,2021,spring,28,234,232,219,254
prada,2021,spring,28,108,82,32,253
prada,2021,spring,28,26,20,12,254
prada,2021,spring,38,222,221,216,254
prada,2021,spring,38,97,95,90,254
prada,2021,spring,38,161,160,156,254
prada,2021,spring,38,39,36,33,254
vera-wang,2021,spring,1,216,216,215,240
vera-wang,2021,spring,1,85,84,87,152
vera-wang,2021,spring,1,21,16,17,251
sandro,2021,spring,10,209,141,51,252
sandro,2021,spring,10,160,95,40,248
sandro,2021,spring,10,27,15,14,250
sandro,2021,spring,10,211,156,94,251
valentino,2021,spring,15,201,145,116,254
valentino,2021,spring,15,159,109,82,253
valentino,2021,spring,15,216,168,141,253
valentino,2021,spring,15,33,32,33,253
dsquared,2021,fall,44,239,236,234,253
dsquared,2021,fall,44,212,2,29,253
dsquared,2021,fall,44,167,12,31,252
dsquared,2021,fall,44,25,22,23,252
adam-lippes,2021,spring,11,217,227,233,253
adam-lippes,2021,spring,11,17,19,27,253
adam-lippes,2021,spring,11,78,90,105,252
adam-lippes,2021,spring,11,46,54,71,253
versace,2021,spring,26,251,73,174,254
versace,2021,spring,26,245,45,149,253
versace,2021,spring,26,3,111,222,253
versace,2021,spring,26,26,18,24,252
dsquared,2021,fall,54,232,233,238,253
dsquared,2021,fall,54,19,19,24,253
dsquared,2021,fall,54,234,200,179,253
dsquared,2021,fall,54,219,174,157,253
coach,2021,spring,3,224,225,227,251
coach,2021,spring,3,106,95,92,243
coach,2021,spring,3,207,168,152,253
coach,2021,spring,3,166,152,159,246
versace,2021,spring,36,220,167,160,253
versace,2021,spring,36,243,214,212,253
versace,2021,spring,36,158,108,98,252
versace,2021,spring,36,119,248,76,253
loewe,2021,spring,8,146,111,92,253
loewe,2021,spring,8,54,75,148,253
loewe,2021,spring,8,16,17,21,253
loewe,2021,spring,8,33,44,96,253
givenchy,2021,spring,49,242,237,205,253
givenchy,2021,spring,49,161,37,35,253
givenchy,2021,spring,49,230,216,167,253
givenchy,2021,spring,49,212,182,140,253
sandro,2021,spring,7,167,112,78,253
sandro,2021,spring,7,148,84,50,253
sandro,2021,spring,7,92,44,28,252
sandro,2021,spring,7,32,26,29,249
bevza,2021,spring,12,208,173,145,253
bevza,2021,spring,12,197,145,116,253
bevza,2021,spring,12,167,111,84,252
bevza,2021,spring,12,26,26,28,253
isabel-marant,2021,spring,47,144,77,55,253
isabel-marant,2021,spring,47,22,19,23,252
isabel-marant,2021,spring,47,168,100,79,253
isabel-marant,2021,spring,47,94,50,38,252
chloe,2021,spring,21,219,219,216,254
chloe,2021,spring,21,102,85,81,251
chloe,2021,spring,21,29,47,83,253
chloe,2021,spring,21,29,30,40,253
loewe,2021,spring,28,83,101,83,252
loewe,2021,spring,28,56,80,70,253
loewe,2021,spring,28,47,70,56,253
loewe,2021,spring,28,21,30,26,253
chloe,2021,spring,31,170,151,167,252
chloe,2021,spring,31,45,49,69,254
chloe,2021,spring,31,228,218,228,253
chloe,2021,spring,31,29,30,43,254
max-mara,2021,spring,16,201,169,146,254
max-mara,2021,spring,16,183,155,137,253
max-mara,2021,spring,16,174,139,116,254
max-mara,2021,spring,16,152,114,95,253
chanel,2021,spring,70,212,209,215,253
chanel,2021,spring,70,202,173,164,253
chanel,2021,spring,70,168,160,167,252
chanel,2021,spring,70,107,94,98,253
gucci,2021,spring,46,16,29,47,251
gucci,2021,spring,46,7,77,113,253
gucci,2021,spring,46,8,46,84,253
gucci,2021,spring,46,5,104,143,253
chanel,2021,spring,60,217,215,222,253
chanel,2021,spring,60,167,151,151,252
chanel,2021,spring,60,90,88,94,252
chanel,2021,spring,60,27,28,32,253
gucci,2021,spring,56,151,111,84,253
gucci,2021,spring,56,89,53,36,249
gucci,2021,spring,56,140,88,49,253
gucci,2021,spring,56,113,78,42,253
dsquared,2021,spring,1,218,200,181,254
dsquared,2021,spring,1,204,178,158,253
dsquared,2021,spring,1,181,158,139,251
dsquared,2021,spring,1,33,34,37,252
hermes,2021,spring,26,162,151,161,253
hermes,2021,spring,26,203,166,147,253
hermes,2021,spring,26,107,90,90,249
hermes,2021,spring,26,25,20,21,252
miu-miu,2021,spring,4,239,219,212,251
miu-miu,2021,spring,4,226,143,89,253
miu-miu,2021,spring,4,101,91,90,102
miu-miu,2021,spring,4,18,15,13,251
hermes,2021,spring,36,201,177,169,253
hermes,2021,spring,36,220,208,203,253
hermes,2021,spring,36,209,194,188,253
hermes,2021,spring,36,177,160,156,246
bevza,2021,fall,7,211,195,183,253
bevza,2021,fall,7,198,181,167,253
bevza,2021,fall,7,38,31,28,253
bevza,2021,fall,7,181,164,150,253
prada,2021,spring,17,149,77,40,253
prada,2021,spring,17,109,51,18,250
prada,2021,spring,17,24,21,17,253
prada,2021,spring,17,230,228,224,254
michael-kors-collection,2021,spring,38,199,199,199,253
michael-kors-collection,2021,spring,38,166,165,164,253
michael-kors-collection,2021,spring,38,103,101,100,252
michael-kors-collection,2021,spring,38,37,37,39,253
alexander-mcqueen,2021,spring,17,196,181,184,252
alexander-mcqueen,2021,spring,17,179,161,169,247
alexander-mcqueen,2021,spring,17,206,200,201,253
alexander-mcqueen,2021,spring,17,199,188,193,253
dsquared,2021,fall,19,152,39,28,253
dsquared,2021,fall,19,36,19,21,253
dsquared,2021,fall,19,111,74,50,253
dsquared,2021,fall,19,91,30,21,253
christian-dior,2021,spring,40,228,223,217,253
christian-dior,2021,spring,40,166,163,161,250
christian-dior,2021,spring,40,81,92,104,253
christian-dior,2021,spring,40,32,34,38,252
christian-dior,2021,spring,50,224,224,225,253
christian-dior,2021,spring,50,86,88,95,253
christian-dior,2021,spring,50,46,50,72,254
christian-dior,2021,spring,50,28,30,41,253
michael-kors-collection,2021,spring,28,145,145,146,254
michael-kors-collection,2021,spring,28,80,49,40,252
michael-kors-collection,2021,spring,28,50,39,34,249
michael-kors-collection,2021,spring,28,97,96,97,253
fendi,2021,spring,17,206,171,42,253
fendi,2021,spring,17,224,228,228,253
fendi,2021,spring,17,173,172,162,245
fendi,2021,spring,17,156,104,86,253
valentino,2021,spring,58,111,77,69,252
valentino,2021,spring,58,78,55,51,253
valentino,2021,spring,58,154,106,89,253
valentino,2021,spring,58,48,34,31,251
valentino,2021,spring,48,108,69,54,253
valentino,2021,spring,48,151,100,87,253
valentino,2021,spring,48,79,48,34,253
valentino,2021,spring,48,50,30,19,252
alexander-mcqueen,2021,spring,3,56,67,85,252
alexander-mcqueen,2021,spring,3,85,84,97,249
alexander-mcqueen,2021,spring,3,41,54,73,253
alexander-mcqueen,2021,spring,3,22,34,47,253
burberry-prorsum,2021,spring,27,207,177,154,254
burberry-prorsum,2021,spring,27,24,47,82,254
burberry-prorsum,2021,spring,27,178,158,139,253
burberry-prorsum,2021,spring,27,17,22,34,253
coach,2021,spring,16,170,165,157,253
coach,2021,spring,16,37,41,47,253
coach,2021,spring,16,218,216,212,254
coach,2021,spring,16,92,92,93,252
philosophy,2021,spring,4,88,105,88,253
philosophy,2021,spring,4,19,37,29,252
philosophy,2021,spring,4,212,220,232,253
philosophy,2021,spring,4,155,166,160,252
burberry-prorsum,2021,spring,37,216,217,225,254
burberry-prorsum,2021,spring,37,161,161,169,252
burberry-prorsum,2021,spring,37,28,23,21,251
burberry-prorsum,2021,spring,37,210,150,112,253
givenchy,2021,spring,14,48,71,81,252
givenchy,2021,spring,14,239,236,237,252
givenchy,2021,spring,14,90,96,102,252
givenchy,2021,spring,14,17,40,47,253
adam-lippes,2021,fall,9,160,99,80,253
adam-lippes,2021,fall,9,141,75,55,253
adam-lippes,2021,fall,9,87,43,32,253
adam-lippes,2021,fall,9,22,16,14,253
koche,2021,spring,40,161,109,86,253
koche,2021,spring,40,202,198,212,254
koche,2021,spring,40,163,158,173,253
koche,2021,spring,40,24,20,22,251
koche,2021,spring,22,208,211,225,254
koche,2021,spring,22,178,181,204,253
koche,2021,spring,22,155,154,171,250
koche,2021,spring,22,35,28,23,250
koche,2021,spring,32,94,85,96,252
koche,2021,spring,32,24,21,28,250
koche,2021,spring,32,160,150,168,253
koche,2021,spring,32,157,104,86,249
loewe,2021,spring,17,200,165,109,253
loewe,2021,spring,17,77,77,81,251
loewe,2021,spring,17,31,33,32,253
loewe,2021,spring,17,178,140,97,252
max-mara,2021,spring,29,216,209,201,254
max-mara,2021,spring,29,164,161,160,253
max-mara,2021,spring,29,209,198,185,254
max-mara,2021,spring,29,207,178,163,253
gucci,2021,spring,79,149,151,162,252
gucci,2021,spring,79,174,180,202,252
gucci,2021,spring,79,150,106,102,247
chloe,2021,spring,7,159,111,94,252
chloe,2021,spring,7,103,89,97,253
chloe,2021,spring,7,212,170,147,253
chloe,2021,spring,7,47,100,162,254
max-mara,2021,spring,39,223,201,199,253
max-mara,2021,spring,39,210,177,167,253
max-mara,2021,spring,39,39,51,77,253
max-mara,2021,spring,39,27,28,36,253
gucci,2021,spring,69,206,211,218,254
gucci,2021,spring,69,174,79,46,253
gucci,2021,spring,69,151,55,35,253
gucci,2021,spring,69,197,114,83,254
christian-dior,2021,spring,7,223,141,111,253
christian-dior,2021,spring,7,166,71,58,253
christian-dior,2021,spring,7,203,106,84,254
christian-dior,2021,spring,7,176,88,75,253
koche,2021,spring,1,239,113,83,253
koche,2021,spring,1,105,109,90,252
koche,2021,spring,1,88,75,49,251
koche,2021,spring,1,27,25,25,250
burberry-prorsum,2021,spring,45,83,91,98,253
burberry-prorsum,2021,spring,45,26,29,31,253
burberry-prorsum,2021,spring,45,204,210,215,253
burberry-prorsum,2021,spring,45,155,160,166,253
burberry-prorsum,2021,spring,55,104,95,85,252
burberry-prorsum,2021,spring,55,25,27,30,253
burberry-prorsum,2021,spring,55,214,216,221,254
burberry-prorsum,2021,spring,55,144,114,97,253
dsquared,2021,fall,3,175,105,78,252
dsquared,2021,fall,3,161,78,44,253
dsquared,2021,fall,3,136,54,23,253
dsquared,2021,fall,3,101,34,13,252
martin-grant,2021,spring,13,220,221,226,254
martin-grant,2021,spring,13,85,85,109,253
martin-grant,2021,spring,13,154,154,168,252
martin-grant,2021,spring,13,105,110,140,254
fendi,2021,spring,65,228,229,230,253
fendi,2021,spring,65,208,169,148,253
fendi,2021,spring,65,149,109,88,253
fendi,2021,spring,65,167,168,167,251
vera-wang,2021,spring,19,159,107,89,253
vera-wang,2021,spring,19,15,9,17,157
vera-wang,2021,spring,19,20,10,16,245
christian-dior,2021,spring,22,73,55,48,253
christian-dior,2021,spring,22,30,27,28,253
christian-dior,2021,spring,22,102,86,78,252
christian-dior,2021,spring,22,90,72,56,253
versace,2021,spring,19,214,143,110,253
versace,2021,spring,19,172,105,81,253
versace,2021,spring,19,15,13,14,253
versace,2021,spring,19,228,168,147,253
christian-dior,2021,spring,32,49,55,84,252
christian-dior,2021,spring,32,138,142,178,253
christian-dior,2021,spring,32,100,106,149,254
christian-dior,2021,spring,32,73,78,115,253
givenchy,2021,spring,5,238,231,220,253
givenchy,2021,spring,5,221,199,176,251
givenchy,2021,spring,5,96,94,89,107
fendi,2021,spring,2,240,231,213,254
fendi,2021,spring,2,205,161,113,254
fendi,2021,spring,2,153,111,83,253
fendi,2021,spring,2,237,210,170,254
hermes,2021,spring,44,17,19,26,253
hermes,2021,spring,44,230,198,181,253
hermes,2021,spring,44,212,172,157,253
hermes,2021,spring,44,154,110,97,249
dsquared,2021,spring,23,216,199,182,253
dsquared,2021,spring,23,202,179,160,253
dsquared,2021,spring,23,238,238,239,253
dsquared,2021,spring,23,20,20,21,252
fendi,2021,spring,39,211,175,158,253
fendi,2021,spring,39,228,198,182,253
fendi,2021,spring,39,227,230,231,253
fendi,2021,spring,39,170,168,165,250
kenzo,2021,spring,20,78,109,155,253
kenzo,2021,spring,20,91,100,89,252
kenzo,2021,spring,20,47,76,107,253
kenzo,2021,spring,20,31,36,36,252
valentino,2021,spring,66,228,91,84,254
valentino,2021,spring,66,209,24,39,254
valentino,2021,spring,66,169,16,29,253
valentino,2021,spring,66,99,14,19,251
philosophy,2021,spring,10,212,214,231,253
philosophy,2021,spring,10,203,174,166,253
philosophy,2021,spring,10,152,112,93,245
philosophy,2021,spring,10,3,22,27,253
kenzo,2021,spring,30,46,115,199,253
kenzo,2021,spring,30,33,82,158,253
kenzo,2021,spring,30,15,22,40,252
kenzo,2021,spring,30,14,48,103,253
fendi,2021,spring,29,61,65,73,254
fendi,2021,spring,29,56,59,67,254
fendi,2021,spring,29,37,41,46,253
fendi,2021,spring,29,75,76,83,252
versace,2021,spring,55,234,177,207,253
versace,2021,spring,55,228,209,228,253
versace,2021,spring,55,215,226,12,253
versace,2021,spring,55,30,24,23,251
dsquared,2021,fall,37,161,149,146,252
dsquared,2021,fall,37,106,99,99,250
dsquared,2021,fall,37,78,47,33,253
dsquared,2021,fall,37,38,27,22,253
michael-kors-collection,2021,spring,16,224,223,221,254
michael-kors-collection,2021,spring,16,214,171,145,253
michael-kors-collection,2021,spring,16,207,147,112,253
michael-kors-collection,2021,spring,16,171,109,79,252
versace,2021,spring,45,233,99,12,253
versace,2021,spring,45,151,201,248,253
versace,2021,spring,45,29,21,17,250
versace,2021,spring,45,228,216,16,254
dsquared,2021,fall,27,217,171,149,253
dsquared,2021,fall,27,88,25,29,253
dsquared,2021,fall,27,33,19,23,253
dsquared,2021,fall,27,155,108,94,251
prada,2021,spring,39,241,235,226,253
prada,2021,spring,39,215,171,145,253
prada,2021,spring,39,211,148,107,253
prada,2021,spring,39,22,16,13,252
prada,2021,spring,29,31,29,35,253
prada,2021,spring,29,219,172,147,253
prada,2021,spring,29,211,148,109,253
prada,2021,spring,29,52,52,71,254
miu-miu,2021,spring,10,97,45,15,253
miu-miu,2021,spring,10,240,232,220,254
miu-miu,2021,spring,10,166,82,22,253
miu-miu,2021,spring,10,39,20,11,252
